"organization","category","description","url","states","view","download","transmit"
"UW Medicine/Harborview Medical Center","hospital","","http://www.uwmedicine.org/patient-resources/medical-records","WA","","",""
"Valley Baptist Medical Center-Brownsville","hospital","","http://www.valleybaptist.net/patients-services/my-health-rec","TX","y","y","y"
"Valley Baptist Medical Center-Harlingen","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=871ea8dd682d413ab6857186402a1201&redirect_uri=https://vbmcharlingen.myhealth-rec.com/login/cerner-health/authenticated&sign_in_only=on","TX","y","y",""
"Valley County Health System","hospital","","https://mycw31.eclinicalweb.com/portal3283/jsp/100mp/login.jsp","NE","y","y","y"
"Valley Health Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Valley Hospital","hospital","","http://www.valleypatient.com/","NJ","y","y","y"
"Valley Nephrology Assoc","provider","","https://www.followmyhealth.com/","","y","y",""
"Valley Pain Consultants","provider","","https://www.followmyhealth.com/","","y","y",""
"Valley Presbyterian Hospital","hospital","","https://myhealth.valleypres.org/Phm-PhmPage.HomePage.WR.mthr?hcis=VPHWEB.LIVEF&application=PHM","CA","y","y","y"
"Valley Regional Hospital","hospital","","http://vrh.org/portal.html","NH","y","y","y"
"Valley Regional Medical Center","hospital","","http://www.valleybaptist.net/patients-services/my-health-rec","TX","y","y",""
"Valley View Hospital","hospital","","http://www.vvh.org/medical-records/","CO","y","y",""
"Valley West Hospital","hospital","","http://www.kishhealth.org/mykishhealth/hospital-portal/","IL","y","y","y"
"Van Buren County Hospital","hospital","","http://vbch.org/our-services.html?category=2","IA","y","y","y"
"Van Diest Medical Center","hospital","","http://www.vandiestmc.org/patients__visitors/","IA","y","",""
"Van Wert County Hospital","hospital","","http://www.vanwerthospital.org/patients/resources","OH","y","y","y"
"Vancouver Clinic","provider","Our providers continually set the standard for health care excellence. We at The Vancouver Clinic welcome you and appreciate the opportunity to care for you and your loved ones.","https://mychart.tvc.org/mychart/","WA","y","y",""
"Vancouver Ent &amp; Head &amp; Neck","provider","","https://www.followmyhealth.com/","","y","y",""
"Vanderbilt Hospital and Clinics","hospital","","https://www.myhealthatvanderbilt.com/myhealth-portal/","TN","y","y","y"
"Vascular &amp; Interventional Physicians","provider","","https://www.followmyhealth.com/","","y","y",""
"VCU Medical Center","hospital","","http://www.vcuhealth.org/myvcuhealth","VA","y","",""
"Via Christi Hospital in Pittsburg","hospital","","https://www.viachristi.org/patients-visitors","KS","y","y","y"
"Via Christi Hospital on St. Francis","hospital","","https://www.viachristi.org/patients-and-visitors/patient-information/medical-records","KS","y","y","y"
"Victor Valley Global Medical Center","hospital","","http://vvgmc.com/patient-services/","CA","y","y",""
"Vidant Chowan Hospital","hospital","","https://www.vidanthealth.com/mychart/","NC","y","y",""
"Vidant Duplin Hospital","hospital","","https://www.vidanthealth.com/mychart/","NC","y","y",""
"Vidant Medical Center","hospital","","https://www.vidanthealth.com/MyChartLander.aspx?id=17443&error=0","NC","y","y","y"
"Virginia Eye Institute","provider","","https://www.followmyhealth.com/","","y","y",""
"Virginia Hospital Center - Arlington","hospital","","http://www.virginiahospitalcenter.com/patients/patient_portal.aspx","VA","y","y",""
"Virginia Mason Medical Center","hospital","","https://www.virginiamason.org/myvirginiamason","WA","y","y","y"
"Virtua Berlin","hospital","","https://www.virtua.org/patient-tools","NJ","y","y","y"
"Virtua Marlton","hospital","","https://www.virtua.org/patient-tools/myvirtua","NJ","y","y","y"
"Virtua Memorial","hospital","","https://www.virtua.org/patient-tools/myvirtua","NJ","y","y","y"
"Virtua Voorhees","hospital","","https://www.virtua.org/locations/voorhees-hospital","NJ","y","y","y"
"Virtual Care Works","hie","Virtual Care Works (VCW) is a United States Corporation, registered in Colorado.  VCW conducts business in the Health and Life Science business verticals of the U.S. Health industry.  VCW is a medical grade electronic health data transfer company.  VCW differentiates itself from other Telehealth companies by securing allocated bandwidth on which clients send personal health information (electronic health records) using the VCW private Internet and not the public Internet used by other companies. The combination of HIPAA security and private bandwidth allows for extremely high quality of service that is virtually un-penetrable from criminal hackers. \r\n\tVCW offers a focused suite of products for HIPAA secure medical data transfers:\r\n•\tSecure Network infrastructure - Dell, Juniper, Level 3, Microsoft, Apple\r\n•\tVideo Communications/Conferencing - Vidyo\r\n•\tSecure Email within the network \r\n•\tSecure Texting (ios, android, smartphone, tablet, iPad, desktop, hard-wire, wireless, (Wi-Fi) \r\n•\tLarge File Transfer Protocols for movement of electronic patient record2.","http://www.virtualcafreworks.com","all","y","y","y"
"Vision Institute-Hannibal","provider","","https://www.followmyhealth.com/","","y","y",""
"Vista Medical Center East","hospital","","http://www.vistahealth.com/vista-health-system/myhealthhomepatientportal.aspx","IL","y","y","y"
"Vista Women's Healthcare","provider","","https://www.followmyhealth.com/","","y","y",""
"W. J. Mangold Memorial Hospital","hospital","","http://www.mangoldmemorial.org/index.html","TX","","",""
"Wadley Regional Medical Center","hospital","","http://www.wadleyhealth.com/","TX","y","y","y"
"Wagner Community Memorial Hospital Avera","hospital","","http://www.avera.org/wagnerhospital/","SD","y","y",""
"Wake Forest Baptist Health","provider","Welcome to Wake Forest Baptist Medical Center, a fully integrated academic medical center located in Winston-Salem, NC.","https://www.mywakehealth.org/mychart/","NC","y","",""
"Wake Forest Baptist Health-Davie Hospital","hospital","","https://www.mywakehealth.org/mychart/","NC","y","y","y"
"Wake Forest Baptist Health-Lexington Medical Center","hospital","","http://www.wakehealth.edu/mywakehealth/","NC","y","y","y"
"Wake Forest Baptist Medical Center","hospital","","http://www.wakehealth.edu/Medical-Records.htm","NC","y","y","y"
"WakeMed Cary Hospital","hospital","","https://mychart.wakemed.org/MyChart-PRD/","NC","y","y","y"
"WakeMed Raleigh Campus","hospital","","https://mychart.wakemed.org/MyChart-PRD/","NC","y","y","y"
"Waldo County General Hospital","hospital","","http://www.wcgh.org/patients-visitors/medical-records/","ME","y","y",""
"Walgreens","pharmacy","Walgreens provides access to consumer goods and services, plus pharmacy, photo studio, health and wellness services in the United States through its retail drugstores, Walgreens Health Services division, and Walgreens Health and Wellness division. Walgreens had 8,206 drugstores as of January 31, 2014.","https://www.walgreens.com/login.jsp?_DAV=&_DARGS=%2Fincludes%2Fheader%2FheaderAnonymousLogin_New.jsp.1_A","AL","y","y","y"
"Walla Walla Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Wallace Mann MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Wallowa Memorial Hospital","hospital","","https://wchcd.intelichart.com/PatientPortal","OR","y","y","y"
"War Memorial Hospital","hospital","","https://myportal.wmhospital.org/","MI","y","y","y"
"Warm Springs Medical Center","hospital","","http://www.warmspringsmc.org/account.html","GA","y","y",""
"Warren General Hospital","hospital","","https://myportal.wgh.org:8686/PTAccess/","PA","y","y","y"
"Washington","immunization","Washington State Immunization Registry","https://testwa.myir.net/","","y","y",""
"Washington Adventist Hospital","hospital","","https://ahc.iqhealth.com/","MD","y","y","y"
"Washington County Hospital","hospital","","http://www.wchc.org/getpage.php?name=patientinfo&sub=Our+Patients+%26+Visitors","KS","y","","y"
"Washington County Hospital and Nursing Home","hospital","","https://www.mymedicalencounters.com/","AL","y","y","y"
"Washington County Memorial Hospital","hospital","","https://www.patientportal.me/WashingtonCountyMemorialMO","MO","y","y",""
"Washington Hospital","hospital","","http://www.washingtonhospital.org/","PA","y","y","y"
"Watauga Medical Center","hospital","","https://3374.portal.athenahealth.com/","NC","y","y","y"
"Waterbury Hospital","hospital","","https://cernerhealth.com/oauth/authenticate?client_id=1cb753691fca42eaa2832a731d475359&redirect_uri=https://mywtbyhosp.iqhealth.com/login/cerner-health/authenticated&sign_in_only=on","CT","y","y",""
"Watertown Regional Medical Center","hospital","","https://myehealthportal.uwhpwatertown.com/Phm-PhmPage.HomePage.WR.mthr?hcis=WWIWEB.LIVEF&application=PHM","WI","y","y","y"
"Waukesha Memorial Hospital","hospital","","https://www.prohealthcare.org/patient-guest-services.aspx","WI","y","y","y"
"Waverly Health Center","hospital","","https://www.waverlyhealthcenter.org/patients_visitors.aspx","IA","y","y",""
"Wayne County Hospital","hospital","","http://www.waynecountyhospital.org/clinicspatientportal/","KY","y","y","y"
"Wayne Memorial Hospital","hospital","","https://www.wmh.org/patients__visitors/mywmh_patient_login","GA","y","y","y"
"Waynesboro Hospital","hospital","","http://www.summithealth.org/MySummit","PA","y","y","y"
"Weatherford Regional Hospital","hospital","","https://portal.yourcarecommunity.com/#/","OK","y","y","y"
"Webster County Community Hospital","hospital","","https://websterhospital.intelichart.com/PatientPortal/account/login?","NE","y","y","y"
"Weirton Medical Center","hospital","","http://www.weirtonconnect.com/wmc/Public/Start.aspx?Code=f83daac5-e3dd-47c1-925a-52121a01911e","WV","y","y",""
"Weiser Memorial Hospital","hospital","","http://weisermemorialhospital.org/wmh-patient-portal.html","ID","y","y","y"
"Wellmont Bristol Regional Medical Center","hospital","","http://www.wellmont.org/mywellmont/","TN","y","y","y"
"Wellmont Holston Valley Medical Center","hospital","","http://www.wellmont.org/MyWellmont/","TN","y","y","y"
"WellSpan York Hospital","provider","Working as one to improve health through exceptional care for all, lifelong wellness and healthy communities.","https://login.wellspan.org/login.aspx","PA","y","",""
"WellStar Health System","provider","WellStar Health System is the largest not-for-profit health system in Georgia. The vision of WellStar is to deliver world-class healthcare. WellStar consistently receives accolades from national organizations that set healthcare standards and has an existing partnership with the Mayo Clinic as a member of the Mayo Clinic Care Network.  WellStar is regularly listed as a top employer nationally—most recently on the FORTUNE 100 Best Companies to Work For® list.","https://mychart.wellstar.org/mychart/","GA","y","y",""
"WellStar Paulding Hospital","hospital","","http://www.wellstar.org/patient-visitor-information/pages/request-medical-records.aspx","GA","y","y",""
"Wendover OB/GYN","provider","","https://www.followmyhealth.com/","","y","y",""
"Wentworth-Douglass Hospital","hospital","","http://www.wdhospital.com/body.cfm?id=666","NH","y","y","y"
"Wesley Medical Center","hospital","","http://wesleymc.com/patient-portal/index.dot","KS","y","y","y"
"West Branch Regional Medical Center","hospital","","https://www.wbrmc.com/patient-admittance.php","MI","y","y",""
"West Burlington Medical Center","provider","","https://www.followmyhealth.com/","","y","y",""
